rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
364,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop0.7_target1.5_hold64_long_only_volume>1.4xSMA30,1h,47,65.96,3508.60,35.09,2874.18,28.74,2.73,2.28,0.649,-715.40,5,16.99,volume>1.4xSMA30,46.88
365,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.8_target2_hold8_short_only_none,1h,66,51.52,3330.99,33.31,2714.42,27.14,2.12,1.83,0.446,-450.92,4,23.16,none,46.73
366,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.3_target1.5_hold8_long_only_volume>1.4xSMA30,1h,52,65.38,3324.08,33.24,2916.25,29.16,2.52,2.25,0.560,-669.41,5,17.91,volume>1.4xSMA30,46.72
367,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop1.7_target2_hold8_long_only_none,1h,66,54.55,3453.80,34.54,2997.84,29.98,1.98,1.80,0.459,-1374.89,4,24.47,none,46.65
368,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold64_all_none,1h,79,40.51,5215.27,52.15,4448.06,44.48,1.85,1.68,0.551,-1115.57,5,25.18,none,46.61
369,WIFUSDT,atr_squeeze_continuation,ch80_cmp1_stop1.1_target3.5_hold12_all_none,1h,38,50.00,3434.98,34.35,3072.62,30.73,2.42,2.18,0.801,-641.52,5,39.94,none,46.61
370,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target3_hold64_all_volume>1.4xSMA30,1h,50,42.00,3301.65,33.02,2853.97,28.54,1.95,1.77,0.590,-491.34,4,35.32,volume>1.4xSMA30,46.55
371,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target3_hold64_all_none,1h,53,41.51,3428.06,34.28,2938.28,29.38,1.92,1.73,0.576,-486.12,4,34.46,none,46.50
372,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.5_target2_hold32_short_only_none,1h,66,51.52,3691.08,36.91,2961.42,29.61,2.02,1.74,0.488,-667.12,4,21.61,none,46.46
373,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold64_all_none,1h,80,50.00,4859.69,48.60,4119.64,41.20,1.97,1.77,0.507,-788.55,5,17.89,none,46.41
374,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target1.5_hold8_all_volume>1.5xSMA30,1h,97,55.67,3599.03,35.99,2991.27,29.91,1.92,1.71,0.323,-560.63,4,16.61,volume>1.5xSMA30,46.37
375,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold12_short_only_none,1h,46,52.17,4648.75,46.49,3367.24,33.67,2.81,2.05,0.848,-609.97,5,22.65,none,46.33
376,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target2.5_hold8_all_volume>1.5xSMA30,1h,92,52.17,3673.70,36.74,3048.32,30.48,1.93,1.72,0.350,-870.05,4,26.80,volume>1.5xSMA30,46.31
377,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold16_all_none,1h,79,45.57,4906.01,49.06,4150.61,41.51,1.93,1.73,0.521,-675.11,5,21.69,none,46.08
378,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target2_hold8_short_only_none,1h,101,51.49,4324.43,43.24,3309.92,33.10,1.83,1.58,0.365,-649.40,4,19.34,none,46.01
379,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold16_all_none,1h,74,47.30,4479.79,44.80,3928.41,39.28,1.98,1.81,0.515,-601.00,5,22.92,none,45.94
380,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold8_all_volume>1.5xSMA30,1h,97,55.67,3715.80,37.16,2984.70,29.85,1.94,1.70,0.332,-615.60,4,16.22,volume>1.5xSMA30,45.72
381,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target3_hold8_long_only_none,1h,41,51.22,3079.52,30.80,2814.35,28.14,2.48,2.27,0.671,-841.13,5,37.46,none,45.67
382,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop1.7_target1.5_hold16_long_only_volume>1.4xSMA30,1h,47,63.83,3032.60,30.33,2746.76,27.47,2.50,2.29,0.572,-792.16,5,19.39,volume>1.4xSMA30,45.67
383,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.3_target2.5_hold32_all_none,1h,67,43.28,3967.85,39.68,3183.42,31.83,1.83,1.61,0.515,-615.60,4,26.04,none,45.66
384,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.3_target2.5_hold64_all_none,1h,67,43.28,3967.85,39.68,3183.42,31.83,1.83,1.61,0.515,-615.60,4,26.04,none,45.66
385,WIFUSDT,atr_squeeze_continuation,ch36_cmp1_stop1.1_target3.5_hold96_short_only_none,1h,32,43.75,3314.07,33.14,2990.38,29.90,2.41,2.17,0.922,-648.00,5,41.30,none,45.63
386,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2_hold8_long_only_none,1h,52,59.62,3671.19,36.71,3231.72,32.32,2.33,2.10,0.613,-897.61,5,22.13,none,45.52
387,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold64_all_none,1h,80,38.75,5278.42,52.78,4323.52,43.24,1.86,1.65,0.550,-789.20,5,25.06,none,45.46
388,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target2.5_hold8_all_volume>1.5xSMA30,1h,92,52.17,3502.94,35.03,2956.70,29.57,1.91,1.72,0.336,-841.47,4,27.78,volume>1.5xSMA30,45.45
389,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target2.5_hold8_short_only_volume>1.5xSMA30,1h,55,56.36,3006.39,30.06,2660.93,26.61,2.55,2.28,0.488,-463.91,5,30.93,volume>1.5xSMA30,45.41
390,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold16_all_none,1h,73,50.68,3329.04,33.29,2933.13,29.33,1.84,1.71,0.404,-679.15,4,22.99,none,45.34
391,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.5_target3_hold8_all_volume>1.5xSMA30,1h,79,54.43,3047.28,30.47,2673.08,26.73,2.00,1.84,0.346,-923.08,4,34.41,volume>1.5xSMA30,45.31
392,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2_hold8_long_only_none,1h,64,54.69,4753.41,47.53,3756.77,37.57,2.23,1.87,0.620,-842.31,5,18.08,none,45.20
393,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target2.5_hold32_all_volume>1.4xSMA30,1h,54,46.30,3194.77,31.95,2727.66,27.28,1.97,1.77,0.528,-553.17,4,29.69,volume>1.4xSMA30,45.19
394,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.5_target2_hold8_short_only_none,1h,66,50.00,3388.52,33.89,2678.73,26.79,2.10,1.78,0.452,-445.20,4,22.87,none,45.17
395,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1_target2_hold32_long_only_none,1h,53,54.72,3952.42,39.52,3393.15,33.93,2.27,2.00,0.642,-798.18,5,20.77,none,45.06
396,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1_target2_hold64_long_only_none,1h,53,54.72,3952.42,39.52,3393.15,33.93,2.27,2.00,0.642,-798.18,5,20.77,none,45.06
397,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold32_all_none,1h,103,47.57,5374.38,53.74,4417.91,44.18,1.77,1.59,0.429,-804.90,5,16.67,none,44.91
398,SOLUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold32_short_only_none,1h,47,46.81,3813.56,38.14,3452.18,34.52,2.17,2.00,0.707,-1111.15,5,32.23,none,44.77
399,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target3_hold16_all_none,1h,88,40.91,5308.35,53.08,4408.47,44.08,1.78,1.60,0.502,-1010.72,5,24.48,none,44.59
400,SUIUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold32_long_only_none,1h,38,44.74,3115.90,31.16,2883.10,28.83,2.31,2.15,0.735,-459.16,5,36.93,none,44.48
401,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold32_all_none,1h,81,49.38,4713.39,47.13,3975.56,39.76,1.95,1.75,0.489,-777.61,5,18.19,none,44.47
402,SOLUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold24_short_only_none,1h,56,48.21,4553.42,45.53,3562.36,35.62,2.31,1.89,0.688,-554.02,5,22.82,none,44.40
403,SOLUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold48_short_only_none,1h,56,48.21,4553.42,45.53,3562.36,35.62,2.31,1.89,0.688,-554.02,5,22.82,none,44.40
404,SOLUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold96_short_only_none,1h,56,48.21,4553.42,45.53,3562.36,35.62,2.31,1.89,0.688,-554.02,5,22.82,none,44.40
405,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.8_target2_hold32_short_only_none,1h,65,50.77,3422.62,34.23,2810.12,28.10,1.95,1.72,0.464,-654.04,4,22.85,none,44.38
406,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target3_hold32_all_none,1h,55,41.82,3301.49,33.01,2800.86,28.01,1.89,1.70,0.537,-483.01,4,34.64,none,44.38
407,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2_hold16_long_only_none,1h,64,54.69,4693.53,46.94,3697.54,36.98,2.22,1.86,0.614,-842.31,5,18.24,none,44.28
408,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target3_hold32_all_volume>1.4xSMA30,1h,52,42.31,3176.28,31.76,2717.27,27.17,1.92,1.74,0.548,-555.29,4,35.43,volume>1.4xSMA30,44.19
409,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target3_hold8_all_none,1h,88,44.32,5195.55,51.96,4294.49,42.94,1.81,1.62,0.493,-937.99,5,24.81,none,44.15
410,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target2.5_hold32_all_none,1h,57,45.61,3255.50,32.56,2747.95,27.48,1.92,1.72,0.509,-534.46,4,29.36,none,44.14
411,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2_hold64_long_only_none,1h,47,55.32,3550.13,35.50,3163.90,31.64,2.30,2.09,0.660,-1075.00,5,22.64,none,44.11
412,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold32_all_none,1h,82,43.90,4802.12,48.02,4163.40,41.63,1.80,1.66,0.494,-849.34,5,22.31,none,43.89
413,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold8_all_none,1h,75,48.00,3548.07,35.48,3005.08,30.05,1.79,1.63,0.418,-753.18,4,27.19,none,43.87
414,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2.5_hold16_all_none,1h,91,46.15,4956.05,49.56,4224.13,42.24,1.80,1.64,0.456,-925.10,5,21.69,none,43.86
415,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target3_hold16_all_none,1h,70,41.43,5191.12,51.91,4083.14,40.83,1.95,1.68,0.618,-791.88,5,25.78,none,43.76
416,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold8_all_none,1h,89,47.19,5011.86,50.12,4147.98,41.48,1.87,1.67,0.471,-959.09,5,21.53,none,43.75
417,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target3_hold16_long_only_none,1h,39,48.72,3123.37,31.23,2871.27,28.71,2.35,2.17,0.716,-898.79,5,36.92,none,43.73
418,XRPUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target3.5_hold24_all_volume>1.25xSMA30,1h,55,40.00,3825.04,38.25,3016.28,30.16,1.89,1.63,0.612,-899.33,4,38.02,volume>1.25xSMA30,43.72
419,SOLUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold12_short_only_none,1h,56,50.00,4459.59,44.60,3467.24,34.67,2.32,1.89,0.675,-554.02,5,23.15,none,43.61
420,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold8_all_none,1h,78,44.87,4836.33,48.36,4061.23,40.61,1.87,1.68,0.523,-821.29,5,25.76,none,43.56
421,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target1.5_hold16_all_volume>1.5xSMA30,1h,97,56.70,3694.91,36.95,2992.99,29.93,1.79,1.60,0.332,-578.88,4,16.33,volume>1.5xSMA30,43.55
422,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target2.5_hold16_all_none,1h,58,48.28,3200.37,32.00,2685.37,26.85,1.92,1.72,0.493,-540.17,4,29.80,none,43.51
423,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold32_all_none,1h,80,38.75,5132.94,51.33,4178.78,41.79,1.84,1.63,0.538,-789.20,5,25.53,none,43.48
424,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop1.7_target2.5_hold8_long_only_none,1h,59,52.54,3067.56,30.68,2667.56,26.68,1.97,1.79,0.465,-1247.80,4,32.59,none,43.40
425,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target1.5_hold64_short_only_none,1h,99,54.55,4102.13,41.02,3112.94,31.13,1.78,1.54,0.355,-617.31,4,15.09,none,43.14
426,XRPUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target3.5_hold12_all_volume>1.25xSMA30,1h,56,44.64,3631.48,36.31,2825.57,28.26,1.95,1.67,0.573,-755.06,4,37.79,volume>1.25xSMA30,43.04
427,SOLUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target3_hold32_short_only_none,1h,52,42.31,3238.29,32.38,2806.19,28.06,1.85,1.69,0.558,-919.74,4,37.23,none,43.03
428,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold16_all_volume>1.5xSMA30,1h,97,56.70,3694.91,36.95,2952.98,29.53,1.79,1.59,0.332,-578.88,4,16.33,volume>1.5xSMA30,42.92
429,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold8_all_none,1h,71,46.48,3429.51,34.30,2908.73,29.09,1.78,1.62,0.430,-730.29,4,33.65,none,42.88
430,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold24_short_only_none,1h,46,52.17,4499.30,44.99,3221.61,32.22,2.67,1.97,0.826,-609.97,5,23.16,none,42.84
431,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold48_short_only_none,1h,46,52.17,4499.30,44.99,3221.61,32.22,2.67,1.97,0.826,-609.97,5,23.16,none,42.84
432,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold96_short_only_none,1h,46,52.17,4499.30,44.99,3221.61,32.22,2.67,1.97,0.826,-609.97,5,23.16,none,42.84
433,PEPEUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target1.5_hold8_long_only_none,1h,53,60.38,3039.24,30.39,2350.31,23.50,2.20,1.84,0.509,-694.16,4,18.97,none,42.70
434,PEPEUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target1.5_hold16_long_only_none,1h,53,60.38,3039.24,30.39,2350.31,23.50,2.20,1.84,0.509,-694.16,4,18.97,none,42.70
435,PEPEUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target1.5_hold32_long_only_none,1h,53,60.38,3039.24,30.39,2350.31,23.50,2.20,1.84,0.509,-694.16,4,18.97,none,42.70
436,PEPEUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target1.5_hold64_long_only_none,1h,53,60.38,3039.24,30.39,2350.31,23.50,2.20,1.84,0.509,-694.16,4,18.97,none,42.70
437,SOLUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold16_short_only_none,1h,48,52.08,3445.31,34.45,3080.31,30.80,2.23,2.03,0.633,-759.63,5,34.22,none,42.63
438,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target2_hold8_all_volume>1.5xSMA30,1h,95,52.63,3390.83,33.91,2813.12,28.13,1.85,1.66,0.315,-879.99,4,23.03,volume>1.5xSMA30,42.49
439,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target1.5_hold16_all_volume>1.5xSMA30,1h,97,56.70,3503.85,35.04,2889.15,28.89,1.75,1.59,0.317,-476.35,4,16.98,volume>1.5xSMA30,42.39
440,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold32_all_none,1h,81,40.74,4902.98,49.03,4130.44,41.30,1.80,1.63,0.511,-1084.21,5,25.98,none,42.38
441,WIFUSDT,atr_squeeze_continuation,ch80_cmp1_stop1.1_target3.5_hold48_all_none,1h,37,40.54,3430.11,34.30,3079.29,30.79,2.23,2.03,0.824,-840.99,5,40.10,none,42.37
442,WIFUSDT,atr_squeeze_continuation,ch80_cmp1_stop1.1_target3.5_hold96_all_none,1h,37,40.54,3430.11,34.30,3079.29,30.79,2.23,2.03,0.824,-840.99,5,40.10,none,42.37
443,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1.7_target2.5_hold64_all_volume>1.4xSMA30,1h,53,45.28,3059.40,30.59,2595.64,25.96,1.89,1.71,0.519,-537.91,4,31.10,volume>1.4xSMA30,42.32
444,XRPUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.5_target2.5_hold48_all_volume>1.25xSMA30,1h,54,46.30,3181.86,31.82,2639.17,26.39,1.90,1.69,0.527,-512.87,4,30.65,volume>1.25xSMA30,42.31
445,SOLUSDT,range_expansion_breakout,ch12_rng1.35_stop1.7_target2.5_hold32_short_only_none,1h,53,45.28,3059.99,30.60,2631.84,26.32,1.87,1.70,0.519,-627.26,4,31.66,none,42.27
446,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.5_target3_hold8_all_volume>1.5xSMA30,1h,91,53.85,3081.97,30.82,2651.10,26.51,1.87,1.71,0.304,-783.49,4,34.02,volume>1.5xSMA30,42.24
447,SOLUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold64_short_only_none,1h,47,46.81,3508.62,35.09,3161.34,31.61,2.14,1.97,0.657,-639.00,5,28.33,none,42.22
448,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target1.5_hold64_long_only_none,1h,55,61.82,3433.36,34.33,2992.95,29.93,2.27,2.04,0.545,-722.36,5,17.36,none,42.21
